farmers_ahead,currently_waiting,currently_processing,active_counters,average_processing_time,hour,day_of_week,waiting_time_minutes
24,24,4,1,5.31,9,2,112.8
16,19,3,5,7.08,11,3,37.8
0,9,2,5,6.96,15,3,3.2
14,16,2,1,6.02,16,1,73.0
22,30,1,2,7.02,10,1,102.1
1,3,1,1,7.17,11,4,8.6
13,18,2,1,8.65,12,4,169.2
20,20,1,5,9.65,13,3,52.9
7,12,4,2,7.67,11,5,40.5
7,10,2,3,10.04,13,4,38.2
18,25,1,5,7.35,16,1,32.0
6,14,4,3,7.03,16,4,22.9
18,21,1,2,8.79,10,3,98.0
5,14,1,1,5.17,14,6,37.9
5,14,1,4,5.56,12,2,16.4
2,7,2,4,7.93,17,5,6.2
6,6,3,2,11.6,10,5,43.0
18,21,1,4,10.05,16,0,53.0
7,13,4,3,5.62,9,4,22.8
9,9,2,4,10.92,14,5,32.3
19,26,2,2,10.13,9,6,88.5
14,23,4,2,9.28,10,6,87.7
14,19,1,3,10.74,11,1,66.0
28,32,3,4,7.83,17,2,55.8
0,9,1,4,6.55,13,1,3.1
19,27,4,1,8.58,10,4,244.4
29,30,2,5,8.84,13,3,73.8
6,10,3,2,8.77,13,6,39.1
26,31,2,1,8.96,9,6,192.1
3,9,4,2,11.64,11,0,36.0
28,32,1,1,11.32,13,0,469.3
5,13,3,5,11.13,17,6,17.4
24,24,2,1,10.61,9,2,207.5
0,6,2,2,11.6,16,5,9.4
28,37,2,4,5.69,9,5,50.4
4,10,1,2,6.86,17,6,17.1
26,29,3,3,8.47,14,5,95.9
22,30,1,3,10.93,9,0,91.8
0,4,1,3,8.54,16,3,1.0
29,32,1,3,10.24,13,5,127.0
3,9,4,5,5.97,15,1,11.4
21,24,4,4,6.77,15,6,39.3
1,3,4,4,10.12,15,5,8.1
9,17,3,2,6.15,14,3,39.9
4,11,1,1,7.46,16,6,28.7
26,26,1,2,6.85,17,2,78.0
9,15,4,2,7.45,10,2,48.6
0,8,1,2,9.96,15,0,3.0
21,28,1,2,7.57,10,3,101.8
5,12,2,4,8.89,14,1,18.9
12,17,1,1,5.7,10,3,85.4
14,17,2,2,10.64,14,1,94.3
3,10,1,4,7.59,10,1,9.4
12,14,3,2,9.54,9,3,53.5
23,31,4,3,10.08,15,6,78.9
19,20,2,2,6.47,11,4,99.9
23,24,4,2,11.19,12,3,159.3
14,20,2,5,9.31,14,6,41.0
28,37,2,3,8.0,13,1,102.1
7,10,2,1,6.28,12,6,57.3
4,13,3,2,11.6,17,6,22.5
28,35,1,1,10.29,14,5,336.1
14,22,2,3,6.46,14,2,47.1
3,9,3,2,7.36,10,2,16.6
11,15,2,5,10.67,14,0,42.9
12,19,1,4,9.87,15,2,30.7
1,4,2,5,10.36,16,4,4.0
26,27,3,5,8.09,16,1,47.3
18,23,1,4,10.02,17,3,45.3
18,26,3,4,7.71,11,3,57.2
3,3,1,4,6.48,15,4,5.9
3,12,1,2,9.43,15,2,19.7
25,31,4,1,11.83,9,1,244.2
10,19,4,1,7.17,16,2,66.0
26,34,4,4,8.23,12,6,80.2
4,13,1,5,9.72,13,0,18.7
19,27,2,3,8.79,14,2,75.9
10,19,3,4,10.9,11,0,50.9
29,31,3,5,10.33,13,3,82.2
9,13,3,5,5.41,13,1,18.1
7,14,4,2,11.99,9,5,44.0
5,12,1,2,10.27,11,6,34.4
5,8,4,1,11.05,11,0,87.2
7,7,2,1,9.56,9,2,56.9
22,22,1,3,10.99,15,6,72.2
14,17,3,3,5.79,9,2,28.2
25,30,4,3,7.43,15,6,66.8
13,20,4,3,11.13,12,3,67.3
10,15,2,5,6.41,17,4,20.5
11,19,2,5,5.55,15,6,20.2
25,33,4,1,10.52,13,5,314.3
12,13,2,2,10.85,15,4,72.8
7,16,3,2,6.14,17,2,27.5
29,29,2,4,10.98,14,4,129.9
17,18,2,5,9.81,9,6,37.8
24,28,4,3,8.64,14,5,95.5
0,3,4,3,10.81,9,5,3.7
14,17,1,4,7.93,12,1,37.0
7,15,1,2,6.36,16,4,32.3
27,34,4,3,6.99,13,1,88.7
10,15,2,2,8.54,13,2,55.5
11,11,2,4,8.72,16,2,21.7
11,12,1,2,10.64,16,2,51.4
3,8,1,2,10.54,9,3,16.8
15,16,1,2,9.07,13,4,102.4
3,12,3,3,10.47,13,0,24.4
4,8,3,1,6.34,16,5,25.2
23,27,1,5,5.35,9,0,41.4
4,9,2,2,11.12,15,2,21.9
7,12,1,2,5.53,15,6,19.9
9,14,3,2,6.73,17,6,30.6
16,17,2,1,9.87,10,4,238.7
27,36,3,4,7.87,11,6,77.0
25,27,2,3,11.13,12,1,116.1
8,13,3,1,7.09,9,0,65.6
21,28,2,2,5.08,15,6,51.7
18,18,2,1,7.1,11,2,154.7
28,28,2,1,9.05,11,0,381.3
13,14,2,1,7.63,11,0,151.7
7,12,4,4,8.74,16,5,22.6
8,16,3,5,11.14,17,0,29.2
21,24,3,3,11.39,10,2,106.3
10,12,4,4,6.86,9,5,25.1
22,29,2,4,8.23,17,2,49.5
0,9,2,5,8.84,14,3,3.0
13,21,3,4,11.64,17,6,39.2
4,8,4,1,11.99,14,3,63.5
20,28,2,1,6.65,10,6,161.2
25,26,2,2,10.09,9,3,108.5
13,15,2,4,7.65,16,0,26.5
3,9,1,2,5.06,11,4,16.5
21,27,4,3,5.06,9,2,41.4
22,27,2,1,8.22,16,3,153.8
24,29,1,3,8.42,9,4,79.4
0,1,4,5,5.16,16,3,4.6
21,30,2,1,9.81,9,6,169.8
22,27,3,3,7.06,17,3,56.1
18,21,1,5,8.92,17,4,45.2
7,9,1,3,7.11,17,3,19.0
14,15,2,5,6.17,11,0,34.8
20,20,2,5,7.85,12,0,55.9
14,18,1,1,6.63,13,5,111.7
8,9,3,2,8.74,14,0,59.0
20,21,3,5,6.39,17,1,28.5
8,14,4,5,8.56,12,5,25.0
9,16,2,1,6.1,14,3,67.0
19,28,3,2,9.7,9,1,83.9
24,31,4,4,10.28,10,2,87.9
20,23,3,4,5.77,16,4,42.0
25,25,2,2,8.27,12,2,128.9
8,14,4,3,5.5,15,1,22.0
2,2,4,1,9.19,12,0,28.2
19,22,4,2,6.85,17,6,62.6
24,31,3,4,8.69,17,3,54.5
25,26,2,5,8.62,12,5,60.0
10,15,4,4,11.47,16,6,33.9
5,10,1,5,8.84,14,6,13.4
1,9,2,1,9.08,9,3,11.7
6,10,1,5,7.81,15,0,10.2
17,26,1,2,11.64,9,3,86.7
26,29,4,5,10.44,11,4,92.3
1,5,4,3,7.0,16,6,8.7
26,35,3,2,10.91,17,4,154.3
16,20,3,1,8.03,11,4,196.4
10,17,3,2,10.8,9,2,51.4
26,35,2,3,10.76,9,0,110.9
11,18,3,1,6.32,15,4,79.8
26,27,1,4,9.91,13,1,80.8
18,24,3,3,7.03,9,4,51.9
21,28,4,1,7.08,14,5,183.4
23,28,3,5,7.07,14,2,49.6
24,28,2,2,10.08,12,1,143.7
6,14,2,1,6.61,15,6,41.0
19,21,1,2,5.01,15,0,57.5
5,14,2,5,10.01,17,0,18.8
20,23,3,1,6.2,9,5,106.4
23,31,4,4,5.73,13,6,55.1
0,5,2,3,6.66,11,4,1.0
16,23,1,1,7.66,15,1,104.6
28,34,3,5,8.33,12,5,67.8
10,11,1,1,5.31,12,1,68.4
21,23,2,2,11.79,9,4,129.5
25,25,2,1,10.01,9,6,206.4
27,35,1,4,7.26,10,4,85.7
17,23,3,1,7.23,10,3,150.1
20,20,2,3,8.14,9,3,52.2
16,18,4,1,9.38,16,4,160.2
6,9,2,2,6.02,14,2,29.1
16,19,3,1,6.32,14,5,125.6
19,23,2,4,11.02,17,3,49.8
8,10,1,5,6.79,13,4,20.9
16,18,2,1,7.66,12,1,151.1
19,19,2,1,11.1,14,5,249.9
21,27,3,3,9.64,16,6,67.9
21,30,1,4,7.39,9,3,44.5
27,27,3,5,9.79,15,6,56.2
28,29,2,2,5.14,16,2,71.3
7,10,4,1,10.15,17,5,62.2
16,19,2,5,8.41,16,5,27.9
6,10,3,2,10.69,15,0,39.1
0,1,4,4,11.68,11,1,1.4
12,15,3,4,11.48,10,2,46.2
29,29,3,5,11.36,11,2,87.9
22,23,1,2,8.59,12,6,121.6
18,18,4,4,7.52,12,2,50.3
26,35,2,5,8.26,14,1,65.4
23,32,3,4,9.83,15,2,57.2
18,21,2,4,11.19,12,0,79.5
29,32,1,4,6.45,14,3,65.0
29,35,1,3,11.43,17,1,102.6
28,37,4,2,10.71,14,2,188.9
16,24,1,5,11.85,11,4,66.5
12,20,1,5,11.16,9,3,31.2
28,32,2,2,6.96,13,6,123.6
29,38,1,2,5.74,11,5,112.8
15,15,1,2,5.79,16,1,39.1
7,7,3,2,7.04,9,4,33.3
18,23,1,1,9.3,10,5,199.6
17,18,3,5,10.63,11,4,59.2
0,7,1,1,11.29,11,2,1.5
13,21,1,4,9.37,16,1,29.3
18,21,4,4,5.04,13,6,41.0
14,18,4,5,6.3,16,2,25.5
17,24,3,4,5.7,14,5,36.0
1,3,1,2,7.54,10,6,7.4
21,25,2,1,8.51,12,0,268.2
27,29,4,2,5.3,17,4,83.4
16,25,2,4,7.44,12,0,58.5
17,19,4,1,6.25,13,5,132.2
29,31,4,2,9.53,13,2,172.1
5,11,1,5,8.25,16,6,11.1
18,24,4,2,8.47,14,6,97.1
3,9,2,4,7.99,15,6,8.0
0,9,4,1,11.69,14,3,14.6
7,14,3,5,6.5,13,4,21.3
28,32,1,1,8.62,13,3,285.5
22,26,1,5,10.15,11,1,57.8
6,9,3,1,8.9,15,4,56.8
2,8,3,4,11.5,13,0,16.3
9,18,3,5,7.65,15,3,22.1
9,12,4,3,8.25,10,5,40.9
18,19,1,1,5.62,17,1,88.9
13,16,3,1,9.26,16,4,127.2
1,8,4,2,7.02,13,6,12.9
27,35,3,5,6.12,10,5,54.2
0,2,2,3,8.81,14,1,6.1
22,28,2,4,8.73,16,0,62.8
22,30,1,2,5.53,15,6,60.1
27,30,4,3,9.89,16,5,85.3
17,26,2,5,9.37,12,4,61.5
6,8,2,3,6.32,11,1,21.0
28,32,4,1,8.29,15,2,198.2
7,7,3,1,10.04,10,4,103.1
0,2,4,2,8.71,13,4,6.9
24,31,3,5,7.77,15,6,43.5
22,29,2,5,7.26,9,4,48.7
2,5,2,3,9.27,12,6,14.4
23,24,2,2,11.57,10,4,203.4
22,29,1,5,9.7,14,2,63.9
26,33,1,1,5.52,9,5,127.8
28,37,1,3,8.22,15,5,74.9
7,10,4,4,11.24,11,5,35.9
21,23,2,1,5.66,9,0,127.7
24,25,2,2,11.92,16,2,121.4
14,22,4,5,11.64,15,2,40.3
4,4,1,1,5.55,10,1,27.1
2,8,4,4,11.53,15,3,12.6
18,22,1,4,7.54,11,5,51.0
0,7,2,2,10.91,17,3,3.0
27,30,3,1,7.93,16,1,176.0
14,20,1,3,8.09,13,2,52.4
7,11,2,1,9.44,15,1,56.0
1,5,2,4,10.42,11,4,9.9
2,10,3,2,5.24,9,1,13.0
23,31,2,2,9.15,9,1,98.3
13,21,2,3,6.31,10,6,43.4
23,28,1,2,7.42,16,4,98.0
13,18,1,2,7.44,9,6,44.0
10,14,3,2,8.28,13,3,57.4
15,23,3,2,7.34,17,4,70.5
3,12,2,2,5.75,17,0,14.3
19,26,1,4,6.02,10,1,47.4
4,10,3,1,5.23,15,1,22.5
21,27,3,5,8.29,9,6,39.3
20,25,4,2,11.68,11,3,146.8
13,17,3,5,5.81,14,6,28.8
22,25,2,5,11.62,17,2,53.3
15,17,1,4,10.13,10,4,60.7
17,19,3,2,9.46,15,2,73.6
6,11,4,5,9.52,12,0,24.2
9,12,1,2,10.79,10,4,72.8
6,11,3,3,5.75,11,0,22.7
0,2,4,3,8.53,14,0,2.5
22,25,3,3,9.88,17,0,85.5
20,28,1,5,9.11,16,5,42.6
18,22,1,3,10.83,17,4,70.6
15,21,1,4,5.51,12,4,40.0
28,37,2,4,9.83,12,5,92.3
18,19,3,5,8.74,17,3,36.5
3,7,2,2,7.65,16,5,12.7
28,36,1,1,7.38,10,1,246.0
27,29,4,2,9.35,16,2,114.5
17,25,3,2,11.24,9,2,85.5
1,6,2,2,8.47,17,0,8.3
0,3,3,2,10.77,17,4,1.0
14,20,4,1,7.82,16,4,121.6
4,11,2,3,5.72,13,0,19.4
19,24,1,2,5.43,13,1,68.8
10,14,2,4,5.36,11,2,20.0
9,14,3,5,7.66,13,5,27.1
1,5,3,5,7.36,12,3,5.9
2,9,3,4,10.03,9,6,10.1
22,22,3,2,10.2,17,1,102.9
22,28,1,1,5.36,12,4,180.4
11,20,2,3,6.55,11,6,38.9
19,28,1,5,6.92,14,0,51.3
4,5,1,3,8.83,9,2,13.0
4,12,1,1,6.01,13,6,33.6
5,5,3,5,5.94,15,0,12.2
29,38,3,3,11.61,10,4,180.6
8,13,3,1,10.63,17,0,91.8
1,9,2,3,6.26,14,5,11.4
20,20,4,2,7.85,10,6,98.4
11,14,3,1,7.49,16,6,74.3
2,5,2,3,10.54,16,2,11.4
19,27,3,2,8.57,9,0,95.4
25,29,3,2,5.89,9,2,73.8
21,25,1,1,10.17,9,6,174.4
11,16,1,4,7.78,12,0,34.6
23,23,1,5,6.84,12,0,55.5
16,16,2,1,7.63,16,2,100.2
9,17,4,2,8.48,9,5,39.3
29,31,4,2,7.4,11,0,169.0
23,26,2,1,6.69,9,5,129.6
26,26,3,4,7.79,17,1,51.5
13,21,2,5,5.13,17,3,16.3
22,29,3,3,10.41,15,1,75.0
16,17,2,1,6.2,16,3,89.5
17,24,2,5,5.31,9,1,27.0
18,24,2,5,9.58,13,3,50.4
16,21,4,2,10.42,10,0,132.9
13,13,1,3,10.7,9,2,41.0
8,14,2,1,8.45,11,2,84.3
7,16,4,2,6.44,15,4,33.2
1,7,1,2,10.16,9,3,6.2
12,20,1,4,9.9,10,4,55.3
24,24,2,5,6.72,10,5,45.3
6,7,3,1,11.32,12,5,84.3
8,16,3,1,5.73,11,4,75.7
21,29,3,1,11.88,11,3,299.6
21,26,2,2,11.02,13,2,143.7
10,15,3,4,9.82,11,3,36.5
13,16,4,3,11.57,15,5,49.1
3,6,4,2,10.06,13,0,29.0
25,29,4,3,6.33,12,4,90.0
25,27,4,4,8.1,11,4,86.8
28,28,1,5,5.5,12,5,43.5
12,12,4,1,7.73,10,3,112.1
1,7,3,3,10.19,9,4,9.9
22,22,2,2,7.71,11,2,107.2
4,4,3,3,7.31,10,4,15.3
10,12,4,5,9.17,9,3,23.4
5,14,1,1,11.11,9,5,50.4
17,20,4,3,5.33,10,2,46.5
20,23,2,5,7.7,17,2,33.9
9,10,3,2,6.11,13,4,46.3
3,3,2,4,9.87,17,3,8.2
8,10,2,2,5.74,16,4,27.6
5,8,2,1,9.65,14,6,60.2
1,3,3,2,7.0,9,0,12.8
16,23,4,2,6.39,13,5,70.0
4,13,2,2,11.55,9,6,24.6
24,24,3,2,5.13,15,0,73.3
5,6,1,1,8.06,16,2,33.1
25,31,3,5,5.15,16,4,43.4
11,14,1,3,8.39,15,0,32.1
22,29,3,4,8.51,10,1,66.8
20,22,4,3,7.25,13,0,84.7
9,14,2,3,5.93,12,4,33.0
21,29,4,4,7.63,13,4,72.4
20,20,3,1,9.71,17,5,161.0
26,26,2,4,10.48,12,0,112.5
24,31,1,1,8.72,16,4,218.5
5,7,3,3,9.13,16,4,19.7
26,30,2,1,6.4,10,6,202.6
7,7,1,5,7.01,14,5,14.2
1,5,1,4,6.13,13,6,6.4
11,16,4,5,6.75,10,5,30.9
12,19,3,3,6.57,12,5,35.6
24,26,1,4,8.64,15,6,51.5
20,22,2,3,8.94,9,5,53.3
6,15,1,5,11.61,17,1,22.7
9,17,1,3,6.37,9,2,21.7
12,15,4,4,9.49,13,4,53.2
16,19,4,4,10.72,15,3,45.1
25,31,2,3,8.92,16,5,70.1
20,21,4,4,6.79,10,2,49.5
27,34,1,4,6.84,12,5,69.9
29,34,1,3,5.27,10,2,74.1
25,27,4,5,7.14,12,3,59.6
13,21,1,4,10.21,14,0,57.4
1,5,1,4,5.33,14,1,5.3
27,34,2,4,6.54,10,4,78.9
21,27,4,4,9.94,12,0,90.1
10,17,1,3,10.48,12,6,45.2
0,6,4,5,8.19,9,3,2.6
18,20,2,5,9.89,10,1,48.9
20,21,4,1,7.72,11,1,187.7
3,9,1,4,6.12,13,1,10.3
18,20,4,4,7.79,16,3,40.2
25,27,1,1,9.06,14,5,270.2
28,29,1,5,11.64,11,5,86.0
20,23,1,2,5.48,14,6,73.6
10,17,2,2,8.55,15,5,46.0
7,7,4,5,7.3,14,0,24.9
10,10,2,4,8.56,14,4,39.5
3,7,4,2,5.17,9,1,12.9
16,20,2,3,7.19,11,6,54.0
26,26,3,3,10.74,15,6,82.6
6,11,1,1,8.88,12,1,66.5
7,7,1,5,8.15,12,0,21.0
2,6,2,5,7.0,15,5,7.0
21,29,3,2,7.09,17,1,74.2
1,5,1,4,7.68,10,1,2.9
22,27,4,5,10.85,17,3,55.4
14,21,2,2,11.77,11,2,105.3
23,23,1,2,8.07,14,6,114.7
21,22,1,5,7.75,12,0,56.5
21,29,2,2,10.93,9,0,127.1
4,6,2,1,7.99,17,5,32.3
23,28,4,1,8.86,14,0,309.3
0,4,4,5,6.62,16,5,2.7
25,26,1,4,10.2,10,3,83.4
3,9,1,1,8.72,15,3,28.4
14,17,2,1,10.66,14,4,223.1
19,19,1,5,10.47,10,5,53.5
18,21,1,3,6.51,10,6,56.4
2,7,2,2,10.01,12,3,16.8
19,25,1,1,10.6,12,5,240.1
10,16,1,3,7.42,11,6,33.6
16,22,3,4,6.21,16,6,31.0
29,31,4,3,5.02,15,0,67.6
26,31,2,5,8.16,10,4,74.4
12,19,3,4,7.47,11,2,36.1
10,13,4,4,8.88,17,1,27.5
1,8,4,3,6.32,13,1,8.4
8,9,4,5,11.02,10,4,32.9
25,34,3,1,6.8,11,5,208.8
1,9,3,3,6.59,16,5,9.0
20,28,4,1,8.36,12,5,206.8
8,15,1,3,8.49,10,2,35.8
8,17,1,1,6.51,10,6,64.8
7,16,3,3,6.9,14,1,28.3
16,16,3,4,6.19,16,4,35.5
0,1,3,2,10.03,15,5,7.5
24,29,4,4,10.39,12,3,88.0
28,37,1,1,8.24,10,0,348.1
10,14,3,5,10.0,17,2,25.8
7,15,3,4,10.15,12,5,30.9
9,13,2,2,5.97,17,1,26.3
24,25,4,1,11.76,13,0,421.0
6,15,2,4,10.75,15,4,27.1
2,5,1,3,6.43,13,5,7.6
2,10,2,5,6.3,10,1,9.5
17,17,2,1,5.88,14,0,152.4
4,4,2,4,5.97,15,3,3.9
11,17,4,1,10.24,14,2,138.3
11,13,1,3,8.29,11,4,50.7
18,27,2,2,10.48,16,1,84.3
29,30,4,4,10.22,11,6,97.9
5,13,1,1,9.23,13,3,56.6
1,3,3,1,9.8,17,2,13.8
11,12,2,1,5.13,13,2,74.6
18,25,1,2,7.18,15,6,63.4
4,13,2,1,9.46,15,3,33.9
11,16,3,5,5.07,13,1,24.2
26,31,1,5,5.23,10,2,42.9
26,35,4,1,10.96,13,4,427.4
16,22,1,5,9.79,15,0,39.7
28,34,4,4,6.86,15,4,66.7
16,21,1,5,9.82,12,5,46.9
9,12,4,1,10.55,9,2,82.0
24,32,3,3,7.15,14,0,98.4
22,27,3,4,5.25,11,3,47.8
16,19,3,2,11.53,13,0,144.9
14,16,1,1,7.42,12,0,159.2
11,14,3,2,5.75,10,6,42.2
29,31,2,3,8.44,15,0,94.6
15,16,3,2,10.38,13,2,95.4
23,27,4,1,6.55,15,6,130.8
18,19,4,1,6.89,17,6,106.8
7,12,4,3,6.7,12,5,27.1
20,22,1,1,11.94,13,5,277.1
16,21,2,3,6.38,17,6,33.9
22,31,3,3,9.03,12,6,86.3
4,12,2,1,11.48,13,1,58.6
21,21,2,5,6.03,13,5,38.4
15,20,4,3,11.8,16,2,56.6
5,13,4,1,11.63,12,1,78.1
7,10,4,5,11.19,12,3,24.7
24,25,1,3,6.5,15,3,53.8
17,20,2,5,9.44,13,3,49.7
24,24,2,4,10.33,14,3,77.8
11,13,1,4,11.9,14,3,43.4
14,23,1,5,6.26,14,4,34.8
26,34,1,3,10.36,13,6,110.0
25,34,2,1,7.37,13,2,220.4
8,12,2,2,6.23,17,1,27.8
12,17,4,1,7.95,16,3,88.6
25,27,4,2,10.56,12,4,207.1
14,18,2,2,8.25,15,5,54.4
9,16,4,3,8.76,16,4,36.9
15,20,1,5,11.97,17,4,47.7
6,9,3,1,7.79,13,2,64.1
16,17,4,5,9.31,11,3,43.9
22,30,2,4,7.56,12,4,70.1
25,25,4,3,7.75,14,6,83.3
20,20,4,3,9.87,13,4,110.0
21,24,4,4,11.57,17,3,60.8
25,31,3,1,8.8,11,2,263.8
6,6,1,4,10.38,10,4,22.4
13,21,2,1,5.62,14,1,91.6
14,17,3,2,6.48,15,0,54.1
20,22,2,3,8.51,13,5,75.5
6,6,2,1,5.14,9,0,34.1
8,17,2,5,6.77,11,0,22.7
18,21,3,5,8.62,11,2,45.3
15,23,1,3,5.1,12,4,49.5
7,16,2,4,6.85,14,0,26.5
17,22,1,4,8.6,13,0,63.8
26,31,1,1,9.01,9,5,191.1
22,22,4,4,11.48,14,3,78.7
28,37,3,3,9.52,17,6,85.3
17,18,3,1,7.9,9,6,111.8
29,34,4,2,11.51,16,4,182.3
19,20,4,4,10.49,16,4,68.1
6,8,1,4,6.4,11,5,16.6
2,5,2,1,5.92,17,3,18.9
17,21,3,5,9.73,16,4,45.5
26,34,2,4,8.92,11,6,80.0
9,12,2,3,10.53,13,6,43.4
6,14,4,4,10.17,11,1,31.1
16,25,2,2,9.38,13,5,100.4
13,15,1,4,11.9,17,2,35.6
23,30,4,5,8.74,12,3,62.5
2,2,2,4,5.79,14,5,3.6
11,19,4,1,10.8,11,0,184.8
27,35,1,4,6.76,11,4,83.9
12,21,1,5,10.44,13,1,37.9
1,2,2,1,11.7,16,6,10.8
2,5,4,3,9.88,16,1,12.6
4,11,2,1,9.17,11,2,48.9
10,16,2,2,8.22,16,5,40.4
7,7,4,1,7.55,16,1,48.4
25,29,2,3,7.47,11,5,83.7
22,28,1,4,9.45,10,4,89.1
22,25,4,1,10.26,10,4,340.7
11,11,4,1,9.75,17,6,89.3
6,14,4,1,6.39,15,1,37.7
14,18,4,1,8.46,14,4,181.7
23,24,2,3,10.54,15,5,75.3
16,23,2,5,8.33,16,6,32.3
3,4,1,5,8.76,9,4,6.6
28,30,3,1,10.4,16,6,238.8
21,30,3,3,9.63,11,0,111.8
24,24,1,3,7.87,11,5,83.3
12,13,3,1,11.27,14,6,161.6
17,23,1,2,6.14,12,3,68.5
0,9,2,1,11.97,12,4,6.5
15,16,4,2,5.83,12,4,76.7
12,17,4,1,5.1,17,5,57.3
9,11,2,2,11.23,16,2,46.3
11,14,4,2,6.71,11,3,51.8
29,36,4,1,10.11,9,6,244.3
1,3,3,2,10.68,9,3,7.6
22,31,2,4,11.01,9,6,61.4
2,7,3,5,11.94,12,3,14.0
9,9,3,3,7.06,14,1,29.1
1,7,4,2,9.97,12,0,12.1
29,36,4,2,5.81,11,0,137.7
26,33,2,3,7.85,16,2,65.3
22,24,4,2,10.94,16,3,107.6
12,21,4,3,7.57,14,3,44.5
12,12,2,1,9.14,17,4,113.8
17,25,4,4,8.53,9,6,43.8
2,7,3,4,9.52,16,5,10.9
26,34,2,5,11.81,14,1,84.3
6,12,4,2,5.39,9,1,22.4
13,13,1,5,9.02,12,2,33.0
19,19,2,1,11.04,13,0,311.1
28,33,2,4,8.37,15,3,60.0
29,33,1,1,5.55,16,5,142.0
16,24,4,1,8.92,17,2,125.2
28,29,4,2,7.32,14,6,136.7
29,36,2,1,6.08,17,1,150.8
20,24,2,4,10.94,12,1,73.4
11,12,4,5,8.65,16,1,21.5
24,33,4,4,11.53,11,3,94.2
15,20,3,2,10.64,12,3,105.2
23,32,2,4,9.85,12,3,77.9
11,18,2,3,5.04,14,4,40.0
14,17,1,5,7.99,17,0,27.4
24,25,3,3,6.38,14,6,68.9
9,13,4,3,11.38,9,1,35.4
29,30,3,2,6.22,13,1,117.0
24,25,4,1,7.0,17,4,180.9
6,11,4,3,8.62,13,1,29.5
19,28,3,4,6.84,14,6,50.5
4,12,2,1,6.47,11,1,36.0
0,3,4,4,9.19,16,3,2.4
29,34,3,4,5.62,12,3,61.2
16,22,1,1,5.41,12,0,132.6
2,7,3,1,7.61,13,6,25.6
12,19,1,4,10.04,17,6,28.2
13,16,4,2,8.88,16,1,58.6
23,23,3,5,7.96,15,2,40.1
29,35,3,5,8.96,13,1,74.5
17,19,1,2,7.56,17,1,59.4
3,8,3,1,11.55,17,0,43.6
17,18,3,4,5.38,10,2,38.8
29,37,4,5,9.71,12,1,84.0
4,4,3,4,11.24,16,5,16.0
24,29,2,2,10.63,9,5,108.1
15,20,1,4,6.29,13,6,34.7
0,4,3,2,7.07,16,6,2.7
20,24,1,1,10.02,10,2,238.7
13,13,1,2,5.59,10,5,46.5
14,23,1,2,10.68,16,3,69.3
8,12,3,5,10.03,17,3,21.8
14,15,3,4,10.11,15,2,34.9
16,22,1,5,5.7,16,1,22.8
24,26,2,3,10.02,13,6,105.6
23,26,1,2,9.76,9,2,95.9
3,5,2,3,10.82,12,5,16.8
11,13,1,5,5.29,10,2,17.9
26,29,4,4,5.16,11,5,53.5
25,29,1,5,7.61,11,6,55.5
4,4,1,4,6.04,17,3,5.9
28,31,3,4,8.91,12,2,84.2
4,11,2,1,11.42,10,6,58.8
10,19,4,2,7.74,11,6,54.3
27,33,2,5,10.91,11,4,98.7
5,13,4,4,5.0,15,5,12.9
6,10,1,5,6.18,16,4,12.3
23,32,3,5,5.21,14,3,45.3
13,16,3,4,7.3,12,6,39.7
23,30,2,3,11.36,14,6,110.9
10,18,3,2,5.68,9,1,36.8
29,35,2,2,9.24,16,5,116.9
12,18,2,1,8.16,9,1,86.7
1,5,4,1,11.57,13,3,18.4
24,27,2,1,5.86,10,1,169.6
6,15,4,2,6.48,14,6,31.2
19,19,3,3,5.21,17,5,36.3
3,12,2,2,8.04,13,0,25.7
26,35,2,2,6.94,12,5,119.3
7,13,1,2,11.09,10,5,48.2
19,19,2,2,9.23,11,4,134.1
28,28,2,3,9.3,14,0,136.5
21,25,1,1,8.72,16,0,190.0
20,28,1,5,5.64,16,0,34.0
18,23,3,1,8.12,13,5,175.2
12,14,2,1,12.0,13,3,170.5
13,15,3,5,10.85,11,0,54.7
9,15,3,2,11.25,15,2,47.3
10,15,1,3,10.76,14,1,46.7
1,9,4,3,5.72,9,3,11.0
24,29,3,1,6.59,12,2,192.1
25,29,4,5,5.02,14,5,46.0
8,17,2,4,7.12,14,5,23.8
16,22,1,2,5.76,11,2,65.5
25,25,2,1,8.31,14,4,311.7
2,8,2,3,9.74,14,4,13.7
23,25,1,5,11.12,17,2,49.2
5,13,2,5,10.24,17,4,16.6
4,9,1,1,11.57,10,1,59.6
4,12,4,4,5.38,12,1,13.1
21,25,2,3,5.09,17,5,38.3
14,20,1,1,9.63,12,4,201.9
22,25,3,4,7.03,16,0,51.3
16,22,2,5,6.77,11,2,35.0
8,8,4,2,7.32,11,1,37.9
2,8,1,3,6.89,17,6,7.1
19,26,2,3,8.58,16,4,65.7
25,29,2,4,8.08,9,6,51.4
16,17,2,1,8.59,10,4,208.1
28,32,4,5,9.71,11,1,80.6
26,31,1,4,7.71,10,1,69.8
9,10,3,2,6.76,11,0,51.8
2,7,3,2,6.16,16,4,8.1
17,22,3,2,7.45,14,4,102.5
17,17,1,4,10.19,15,3,43.1
29,29,3,5,10.3,14,5,81.5
16,25,4,3,9.67,9,0,63.7
23,25,1,1,6.64,11,1,187.5
2,11,2,3,9.12,9,6,15.1
2,11,4,5,8.99,17,1,12.9
